1579052125905	100045	0ba1e794bc624f42a74c	1884	823	838	524	995	4
1579052185905	100046	ad3e8c8428e4411698ec	1926	79	968	848	960	3
1579052245905	100047	89616e376bc2454ba89a	1971	980	997	651	36	3
1579052305905	100048	06198d9b4bcd42818698	2013	714	585	775	693	3
1579052365905	100049	4fe18071e8064c0791d4	2055	5	369	724	740	2
1579052425905	100050	9f15719e7750466eb317	2100	112	74	933	922	3
1579052485905	100051	ce20153206e0482ea6f6	2142	703	742	125	88	2
1579052545905	100052	e9aa764a3ead4ba9b5df	2184	198	972	79	210	2
1579052605905	100053	41e41f3ef4454fe1bb42	2226	320	899	965	990	4
1579052665905	100054	ad576f20d3e8451e9aea	2271	57	42	801	263	2
1579052725905	100055	1a379101e4994284881f	2313	559	415	871	465	3
1579052785905	100056	6a942dc8ddbc4284836f	2355	579	395	723	104	2
1579052845905	100057	e2bf6c91380b4a698095	2400	830	799	711	802	4
1579052905905	100058	fb13943da2054fafa6dd	2442	830	77	821	717	3
1579052965905	100059	e96f24c2ccea4d089538	2484	368	532	171	406	2
1579053025905	100060	4268bd4302ce43e5a8b4	2526	663	889	916	783	4
1579053085905	100061	5d5e68b015ce4d6295d0	2571	722	239	890	492	3
1579053145905	100062	17b37506a574461da0bd	2613	172	516	578	915	3
1579053205905	100063	18c797de0bf8431d9ff3	2655	317	487	960	133	2
1579053265905	100064	2c11ebbb5c284986a45d	2700	342	545	185	333	2
1579053325905	100065	763b8c2a6e174b5a829d	2742	178	991	856	980	4
1579053385905	100066	c836eafc4ca24bd399a6	2784	271	633	520	807	3
1579053445905	100067	34b577a6839042958436	2826	484	347	0	270	2
1579053505905	100068	fa75fab989d440e5a057	2871	13	661	612	785	3
1579053565905	100069	76c67d931b2e4cf9a397	2913	889	928	680	705	4
1579053625905	100070	d28c4b254d774439b517	2955	469	384	479	448	2
1579053685905	100071	7165b9263d7b47128734	3000	673	961	490	814	3
1579053745905	100072	b6410a94a5de495f89f8	3042	736	359	717	121	2
1579053805905	100073	527e9d0d2e4d4476b3b2	3084	829	806	115	128	2
1579053865905	100074	134f2da2cc734edcbba0	3126	632	690	809	548	3
1579053925905	100075	dfd19b60843140f795c4	3171	456	396	160	139	2
1579053985905	100076	a022d06917784164acac	3213	979	122	308	547	2
1579054045905	100077	77c12d8860364202888c	3255	641	530	90	400	2
1579054105905	100078	0ddcefda91874dbcbbe8	3300	263	43	454	18	1
1579054165905	100079	771913381fbb41d390c4	3342	175	871	930	174	3
1579054225905	100080	6b165968822141e6bbcd	3384	964	313	738	54	3
1579054285905	100081	3b68a8e96e0448519e2e	3426	667	799	244	560	3
1579054345905	100082	f8823ac9136743adbbb9	3471	773	372	598	904	3
1579054405905	100083	8e05dadeb3924a9bbe12	3513	137	669	688	331	2
1579054465905	100084	3705d86572bf4e1995bf	3555	878	901	144	73	2
1579054525905	100085	4630db7806e54070a220	3600	278	512	500	950	3
1579054585905	100086	1f22590a9d734d6da15f	3642	567	136	905	485	3
1579054645905	100087	d8d3d1538f234573a632	3684	267	143	923	649	2
1579054705905	100088	1943c5d814d648c897b3	3726	455	754	862	202	3
1579054765905	100089	98f07d7361bf40678690	3771	344	343	336	808	2
1579054825905	100090	15bcbf812f5048a099a7	3813	601	707	633	271	3
1579054885905	100091	0bbf7905516c437d8002	3855	585	65	531	368	2
1579054945905	100092	5874ded61b4a40ac9207	3900	42	954	852	695	3
1579055005905	100093	40f93aa3cd7c4a6a95d9	3942	212	302	842	910	3
1579055065905	100094	607cae205a97466e96e2	3984	536	925	174	853	3
1579055125905	100095	d3ab6c81e07e4b0ab057	4026	681	597	537	20	2
1579055185905	100096	8177a9c9aea743449a93	4071	852	664	219	440	3
1579055245905	100097	a3357f8f0c8646c78928	4113	800	785	666	429	3
1579055305905	100098	d0bf23b963e54f039093	4155	968	394	247	406	3
1579055365905	100099	6e0d31cd8a3f444aaa64	4200	662	965	501	710	3
1579055425905	100100	30ca2ad755c2439689cd	4242	50	70	147	946	2
1579055485905	100101	92cbf976b7374e43b89d	4284	407	1	825	445	2
1579055545905	100102	be28f451eecc4381bc85	4326	566	197	183	135	2
1579055605905	100103	3b7bd508d3d443249e8a	4371	389	652	24	459	2
1579055665905	100104	5cc9ed3f027449579fd3	4413	703	462	837	76	3
1579055725905	100105	bebb07bdab164f789c06	4455	967	401	734	379	3
1579055785905	100106	d7ae817dedf545e1b684	4500	959	719	28	616	3
1579055845905	100107	2249cb4cb6b04b7ca457	4542	442	644	226	642	2
1579055905905	100108	9c6d895345a4474eac00	4584	218	963	378	916	3
1579055965905	100109	c8a37bb1283047f09fca	4626	283	276	244	63	1
1579056025905	100110	50bea06a3422442785da	4671	119	163	56	926	2
1579056085905	100111	acc2dd51edc5481392db	4713	179	496	253	354	2
1579056145905	100112	32373610424b4c70859c	4755	206	503	130	170	2
1579056205905	100113	ed1e37546f87409f9418	4800	33	572	673	742	3
1579056265905	100114	a1c2d4eadcd845988f20	4842	170	189	172	832	2
1579056325905	100115	d270d8550cad4bd89465	4884	355	587	815	832	3
1579056385905	100116	677a1ffe1e914ad38b87	4926	943	565	957	819	4
1579056445905	100117	70431d573e964a52af37	4971	613	323	647	599	3
1579056505905	100118	64add1b356d54e098c19	5013	837	309	959	294	3
1579056565905	100119	8788b525aa1c48fda9e5	5055	87	654	930	12	2
1579056625905	100120	55d7213f159548f4a2e1	5100	603	680	316	854	3
1579056685905	100121	b94961719bf24e6ba54f	5142	778	45	494	673	2
1579056745905	100122	18dd1d9b69d94b7eb018	5184	492	391	578	468	2
1579056805905	100123	7399258dcd724bd299a8	5226	603	125	279	756	2
1579056865905	100124	3e34d380b0c749c8af41	5271	245	514	288	50	2
1579056925905	100125	141e43078bbe4394b7b5	5313	991	11	158	586	2
1579056985905	100126	b79da7fba214434391d0	5355	988	405	550	139	3
1579057045905	100127	8b3906bc88ca4e99bdc3	5400	341	905	870	718	3
1579057105905	100128	19968b98ba2b4bb094d1	5442	274	766	200	941	3
1579057165905	100129	036d0fa60147419eacea	5484	286	297	593	921	3
1579057225905	100130	cf00dfa422634e22b774	5526	409	578	107	391	2
1579057285905	100131	c206f6678e8e43c09a23	5571	16	382	262	849	2
1579057345905	100132	6f324d97d7374ed4a729	5613	871	813	662	269	3
1579057405905	100133	97f0a8b03ae540e3a388	5655	654	680	694	740	3
1579057465905	100134	56b0eb00ba7644438ebb	5700	905	241	850	753	3
1579057525905	100135	0ec4fc24f46e411b9aa2	5742	625	14	802	683	3
1579057585905	100136	d7fe6c75f223400d8fd4	5784	832	987	106	585	3
1579057645905	100137	9256c6e60c964d069c2f	5826	322	459	614	226	2
1579057705905	100138	bc7a5e705b6d451f8cc5	5871	110	43	339	278	1
1579057765905	100139	bb349641c8fb4398b642	5913	308	955	345	116	2
1579057825905	100140	e8bede57a6a44391b64b	5955	657	233	61	984	2
1579057885905	100141	7ba05ac08346452e98a0	6000	814	236	410	240	2
1579057945905	100142	fef9c3cf377c4386b963	6042	911	403	351	20	2
1579058005905	100143	2cda94b736eb45a8a2bd	6084	911	752	52	112	2
1579058065905	100144	3a770a49aaf44652a23f	6126	624	516	758	888	3
1579058125905	100145	609f492126da4e97861c	6171	136	47	218	167	1
1579058185905	100146	048ea204d3e245a88b57	6213	39	236	846	603	2
1579058245905	100147	fe35a6fcc7664c388726	6255	997	431	131	760	3
1579058305905	100148	7c3e090592e447f8a8f8	6300	41	244	87	391	1
1579058365905	100149	3355ad014a394eb6b640	6342	691	149	191	499	2
1579058425905	100150	15e36169710b46358cef	6384	619	352	257	57	2
1579058485905	100151	d77eaafc60824552aaf0	6426	739	843	831	921	4
1579058545905	100152	bf205fd1e643417396f2	6471	823	837	151	901	3
1579058605905	100153	e36c74640e4d4c29b6f2	6513	421	18	928	597	2
1579058665905	100154	0d45323918364b968c70	6555	151	202	912	844	3
1579058725905	100155	40b8bad6ccbe45e3b279	6600	558	462	672	442	3
1579058785905	100156	94c7e034a48949b7a45b	6642	64	728	641	943	3
1579058845905	100157	8a8708283b9d4b2b9db6	6684	66	383	647	945	3
1579058905905	100158	1c08b1f45ccc4182b485	6726	584	268	787	26	2
1579058965905	100159	e6d5d8c384bc49e9985a	6771	937	92	207	162	2
1579059025905	100160	4ec303b7324c4d7fb0f5	6813	921	674	947	924	4
1579059085905	100161	e195826c4bca4d8a979c	6855	326	511	628	351	2
1579059145905	100162	c5eac77f26db455b9f4a	6900	19	753	468	779	3
1579059205905	100163	1e61c17a5314422ba342	6942	346	213	733	38	2
1579059265905	100164	8f2214b5526b447da4cf	6984	116	715	670	187	2
1579059325905	100165	fefa88e0c92b4893a05e	7026	525	101	120	349	2
1579059385905	100166	4b463c9b6f6e455e8194	7071	275	299	202	29	1
1579059445905	100167	4a114a142b794a0ab5b1	7113	621	134	753	454	2
1579059505905	100168	8a2ebeeb5fca40beab95	7155	641	94	740	97	2
1579059565905	100169	22709c0689c24807aa35	7200	389	979	211	714	3
1579059625905	100170	046a686c4d114fc7b43e	7242	878	197	479	542	3
1579059685905	100171	17c9120660c54786b8ef	7284	415	8	572	79	2
1579059745905	100172	a23393c11d254fdfb050	7326	345	527	772	558	3
1579059805905	100173	e5eefec23cfa46108f32	7371	881	35	117	300	2
1579059865905	100174	89fe63b05cf74c62a685	7413	400	993	2	237	2
1579059925905	100175	306718dae97a4cc68eab	7455	396	374	752	770	3
1579059985905	100176	2a76aff5fdb24c9095eb	7500	75	879	799	745	3
1579060045905	100177	3f2969ba0b65418fbcbc	7542	895	649	520	698	3
1579060105905	100178	84382d6962474c3fb75f	7584	229	977	837	528	3
1579060165905	100179	a837021ada644b99933e	7626	272	226	683	811	2
1579060225905	100180	8a0000ca32fb4693b252	7671	747	17	925	94	2
1579060285905	100181	695025f975194049a70a	7713	43	734	403	626	2
1579060345905	100182	1a26074fa3ca48248fb9	7755	250	369	735	862	3
1579060405905	100183	8629c11e5c384907a0f8	7800	944	543	88	225	2
1579060465905	100184	ee203853f04c48df86ff	7842	532	416	87	310	2
1579060525905	100185	4c6d518538064923a0ac	7884	257	21	319	75	1
1579060585905	100186	b6d65784a14c49ba8c00	7926	843	939	114	54	2
1579060645905	100187	65251cb32fb4422c8089	7971	817	175	750	459	3
1579060705905	100188	f001f9b8fd474ed3b223	8013	44	981	614	334	2
1579060765905	100189	29e76f59094f47099d75	8055	181	937	652	74	2
1579060825905	100190	7f2dc8468da249638530	8100	998	881	277	77	3
1579060885905	100191	c726f705700e429c95a4	8142	542	501	453	280	2
1579060945905	100192	f6898e0d2a43486aac5c	8184	904	804	458	990	4
1579061005905	100193	4f5d51aa3fb44f48a855	8226	53	812	36	96	1
1579061065905	100194	6c6d57807e1847c6a316	8271	45	22	713	762	2
1579061125905	100195	e87cc5cbffdb4b9fb152	8313	53	619	95	422	2
1579061185905	100196	4792d4bc95ef4b2fa9de	8355	595	415	83	907	3
1579061245905	100197	3090ff8993dc43c2ad4e	8400	933	313	742	185	3
1579061305905	100198	8bf1e760b66044ec9804	8442	711	659	239	412	3
1579061365905	100199	f43dfffae2fe4a02b7a8	8484	131	845	180	187	2
1579061425905	100200	e24e2fbad9c84592bf99	8526	450	896	722	364	3
1579061485905	100201	643ecb8dae8d48e5a300	8571	513	58	236	93	1
1579061545905	100202	aa3f28919d834692948e	8613	975	989	991	297	4
1579061605905	100203	1dab41d30b914485a84b	8655	218	43	708	534	2
1579061665905	100204	8d45ddb9f89241378acf	8700	562	83	439	191	2
1579061725905	100205	2cec4a92bcbd441ea005	8742	781	25	973	363	3
1579061785905	100206	f1ba5326b7df47a6a1be	8784	321	5	682	353	2
1579061845905	100207	7147984a097e45c7b877	8826	713	570	336	549	3
1579061905905	100208	40685ab8fc9443fb885c	8871	398	785	836	372	3
1579061965905	100209	6a5a47e6fda8479f98b8	8913	183	185	626	712	2
1579062025905	100210	b3c10a52d3f440058b6e	8955	420	365	720	912	3
1579062085905	100211	d300adc1657e4163be8d	9000	147	699	272	736	2
1579062145905	100212	a690970dcb7d4c68a390	9042	693	93	783	832	3
1579062205905	100213	601badb967ae409092bb	9084	11	421	35	547	2
1579062265905	100214	979d88ed65b746f7842c	9126	370	753	658	518	3
1579062325905	100215	96c63c35ab1b40d58a6e	9171	853	841	205	243	3
1579062385905	100216	cc1db832991c4f52b1a0	9213	722	985	483	882	4
1579062445905	100217	b2cce10ad90348948825	9255	861	247	682	595	3
1579062505905	100218	8e899c408da4401cbb26	9300	816	515	520	690	3
1579062565905	100219	1461ed420bd64234bb3c	9342	820	318	200	527	2
1579062625905	100220	d1168785ccaf437e9ca7	9384	905	784	888	809	4
1579062685905	100221	fd38de47cb8540c8a0a9	9426	825	202	86	846	2
1579062745905	100222	e50c48f98f254e33a2ae	9471	587	404	467	393	2
1579062805905	100223	674f21092db04e2f84b1	9513	852	461	384	281	2
1579062865905	100224	cb1a1452631d44c9a621	9555	263	661	661	714	3
1579062925905	100225	3f64f2309a65489c893f	9600	949	896	161	483	3
1579062985905	100226	cc98ae25169e47858e69	9642	632	985	283	171	3
1579063045905	100227	cfe073be7fe14ed7b459	9684	921	680	486	520	3
1579063105905	100228	b6b0168f82124a639304	9726	705	162	548	173	2
1579063165905	100229	4b33320cf98b4d678791	9771	405	891	929	840	4
1579063225905	100230	6a5e48c5c5e242119f21	9813	314	555	632	477	2
1579063285905	100231	e3fb6564737a48eb9806	9855	72	42	92	34	1
1579063345905	100232	8c21ba668a9f4447a1eb	9900	748	601	196	201	2
1579063405905	100233	1f73a5c195504e94afcf	9942	781	743	281	283	3
1579063465905	100234	1c26e302d2e4456f851f	9984	623	588	676	15	2
1579063525905	100235	d68e748c798141ad9899	10026	334	366	808	783	3
1579063585905	100236	7bd9395186d2409c996a	10071	58	693	783	939	3
1579063645905	100237	cf870f137402411fae0a	10113	889	253	825	124	3
1579063705905	100238	84a90d30afc9407c8517	10155	163	312	703	855	3
1579063765905	100239	59523a8e1422415d9387	10200	543	693	621	923	3
1579063825905	100240	cb6737dd2f374cfaa201	10242	954	233	549	201	2
1579063885905	100241	aa2ea477d8474ad89989	10284	367	816	800	736	3
1579063945905	100242	29671483c200402d842f	10326	250	392	472	938	3
1579064005905	100243	c60785c7e71d47e5bb8a	10371	767	11	850	279	2
1579064065905	100244	61a7dbd6d70348a5bceb	10413	48	823	583	276	2
1579064125905	100245	d08bf0fc73874c83ac5e	10455	59	419	57	359	1
1579064185905	100246	0517f42b104f4dbf8d3e	10500	698	200	954	425	3
1579064245905	100247	fddc36d56a5f4c8d8d3a	10542	467	697	295	648	3
1579064305905	100248	e62ee649ca15400eabbd	10584	848	281	732	360	3
1579064365905	100249	f9fa43463abe4a3f8aec	10626	761	528	346	406	3
1579064425905	100250	ffe8223fd96b449b87d7	10671	189	857	11	689	2
1579064485905	100251	d6ab32b01047443f9524	10713	144	579	574	341	2
1579064545905	100252	7d6d16c03cd2415eb217	10755	614	570	862	981	4
1579064605905	100253	09f755a4937f457290be	10800	126	441	773	852	3
1579064665905	100254	05f1ae1d3b854af1897a	10842	769	991	437	145	3
1579064725905	100255	ac906bf64864488db901	10884	250	899	103	532	2
1579064785905	100256	461ef8cb74444597ae6d	10926	744	276	45	1	2
1579064845905	100257	859b7e7828904351be92	10971	494	202	345	728	2
1579064905905	100258	881392550ae54843b876	11013	299	179	361	479	2
1579064965905	100259	49787f519f064dc2a81a	11055	181	11	210	757	2
1579065025905	100260	5b369dff36374ca1a79a	11100	625	307	137	379	2
1579065085905	100261	755cd2ce585a43fb920b	11142	37	668	881	281	2
1579065145905	100262	b8b169e10f8645cdbd55	11184	983	8	470	393	2
1579065205905	100263	07aa6ee965c947629af9	11226	838	302	304	172	2
1579065265905	100264	14a8379527334c2c8d61	11271	78	360	859	192	2
1579065325905	100265	4011eef59a3a4db3bbd9	11313	33	522	275	811	2
1579065385905	100266	710d652180f140569259	11355	521	426	221	863	3
1579065445905	100267	f6d607eeaf7b4b428036	11400	786	478	49	722	3
1579065505905	100268	c6a953da90e543158ac3	11442	668	790	764	64	3
1579065565905	100269	5de1a823758749bc98db	11484	134	543	921	847	3
1579065625905	100270	e5d5370cec1546519292	11526	886	25	463	295	2
1579065685905	100271	f7344639766c470090fc	11571	229	206	710	140	2
1579065745905	100272	6a2636ae482f4ed0a423	11613	343	824	403	929	3
1579065805905	100273	291681f1db264078888c	11655	264	373	683	923	3
1579065865905	100274	c9d0e69ed67343d19fe4	11700	450	233	805	191	2
1579065925905	100275	2069abaa5d9443fdbfe4	11742	939	665	199	57	2
1579065985905	100276	12b909dbdadb42339934	11784	883	975	834	626	4
1579066045905	100277	0f2d1db4039e43b08ebd	11826	964	823	698	861	4
1579066105905	100278	7b7b261b847646f19520	11871	514	333	13	518	2
1579066165905	100279	6c46df68c25544d18db1	11913	178	560	886	695	3
1579066225905	100280	52ba719df0784dd789c6	11955	254	703	241	137	2
1579066285905	100281	407db815453446319b5e	12000	982	711	758	915	4
1579066345905	100282	4655986c018547c9bbdf	12042	27	998	811	978	3
1579066405905	100283	19b8e6de0c5847a39506	12084	692	303	449	510	2
1579066465905	100284	c74c2156384d47e0bdcd	12126	868	778	641	852	4
1579066525905	100285	038ce2aac1714a04bb2e	12171	803	327	127	397	2
1579066585905	100286	a8123a0d561e46958aa9	12213	312	983	52	266	2
1579066645905	100287	4c3f530d11a84606ba72	12255	296	423	666	794	3
1579066705905	100288	82a5cb0801054f64bc6d	12300	624	58	809	250	2
1579066765905	100289	fd069cac12e844b481cb	12342	415	122	151	168	1
1579066825905	100290	27daaa8c38c54b68a81c	12384	663	515	563	557	3
1579066885905	100291	6b896d4208a6406baa53	12426	58	436	250	804	2
1579066945905	100292	df8ea42869314068b500	12471	320	211	91	914	2
1579067005905	100293	8a68bc37215843a6b7af	12513	743	51	253	268	2
1579067065905	100294	6bd7590ba81349cf82f9	12555	236	981	888	920	4
1579067125905	100295	f661485abef44ed3b196	12600	189	608	361	921	3
1579067185905	100296	ad0f65c2ab484c829447	12642	353	62	999	506	2
1579067245905	100297	e55472dc67de469b8b79	12684	407	773	698	750	3
1579067305905	100298	b4941e4da69a4d7f9e01	12726	427	934	947	466	3
1579067365905	100299	31d751375c9747c8bdf8	12771	551	293	238	72	2
1579067425905	100300	bd93d6c66fb24c179d80	12813	894	942	565	449	3
1579067485905	100301	6e639e1571c24beabf32	12855	483	408	182	189	2
1579067545905	100302	58779a124f68476d8134	12900	809	289	141	698	2
1579067605905	100303	50782f1030c547a89180	12942	916	358	860	103	3
1579067665905	100304	02f247e82e2a4f29a651	12984	236	13	38	868	2
1579067725905	100305	6bf6ef68c199479094c8	13026	89	681	563	40	2
1579067785905	100306	964b497e8e384e498bbd	13071	258	393	909	62	2
1579067845905	100307	1b286e700240460699e3	13113	792	534	634	846	3
1579067905905	100308	1688ead84a5f42c99552	13155	359	102	738	611	2
1579067965905	100309	d9e6fae7f2614d44a845	13200	173	290	24	550	2
1579068025905	100310	3d4cf86a910646b8ae50	13242	435	72	918	86	2
1579068085905	100311	3289a0c130e74beeaba6	13284	777	502	137	753	3
1579068145905	100312	6ed0b3f60a534b18b5d6	13326	949	868	883	716	4
1579068205905	100313	caf5a40c6d544c9583b7	13371	51	980	999	755	3
1579068265905	100314	f8ae9f37e60c4e75a18c	13413	113	921	711	998	3
1579068325905	100315	d85f7f40f7194664858e	13455	57	401	697	25	2
1579068385905	100316	f483eb4931e841f880b0	13500	922	817	720	622	4
1579068445905	100317	9b20dccd00844f858687	13542	120	555	911	912	3
1579068505905	100318	3ead90ea34aa45c9b835	13584	239	6	592	926	2
1579068565905	100319	48aa1bb64d014f87b03c	13626	439	179	539	99	2
1579068625905	100320	282d3e197c4d49578f97	13671	89	991	794	302	3
1579068685905	100321	0aa9b51f44074076b477	13713	992	434	105	195	2
1579068745905	100322	629fb819464145eda796	13755	971	538	331	437	3
1579068805905	100323	a709d97f829c4d04aac2	13800	423	956	487	350	3
1579068865905	100324	517a0641224643f48074	13842	385	921	857	284	3
1579068925905	100325	962f0931526f484aa0a8	13884	904	585	965	698	4
1579068985905	100326	1356c95d387241faa154	13926	993	159	111	872	3
1579069045905	100327	27a4168a47914d4f8d09	13971	852	617	694	384	3
1579069105905	100328	bb89f914fb764d26b1eb	14013	740	530	774	839	3
1579069165905	100329	0e58031cb8224f808e3a	14055	44	301	853	595	2
1579069225905	100330	a332bc28da4e4c39b135	14100	829	448	197	255	2
1579069285905	100331	f22cda9ffa644584aa55	14142	916	507	32	960	3
1579069345905	100332	78420b7f2e4349ac9485	14184	280	347	634	995	3
1579069405905	100333	e31e8330832c4aaaafca	14226	601	720	656	190	3
1579069465905	100334	55850f63cdd245c2b471	14271	628	183	614	968	3
1579069525905	100335	542f717e024f46f7ac69	14313	963	853	750	661	4
1579069585905	100336	5efad161b01e4522bdb5	14355	449	497	253	705	2
1579069645905	100337	9307f09a7ddb4c73863e	14400	115	227	183	0	1
1579069705905	100338	830cce39a3ae4c68b7a8	14442	554	847	851	752	4
1579069765905	100339	3cbb1f67eaa04f4682e2	14484	429	529	673	460	3
1579069825905	100340	3af2c323bdba41bd9f63	14526	796	868	871	599	4
1579069885905	100341	cd2956c0d029451ca3a1	14571	759	651	203	793	3
1579069945905	100342	f1d3e03d84a94d929c69	14613	893	906	883	120	3
1579070005905	100343	32f4cec8e60446f8b45b	14655	296	370	56	349	2
1579070065905	100344	1b307e0f807d487cb12b	14700	325	991	273	10	2
1579070125905	100345	12d5bc437a0d465682cf	14742	897	528	404	182	3
1579070185905	100346	5d426836155d436e9191	14784	671	59	519	701	2
1579070245905	100347	adee4ad6c21b41f98a7b	14826	415	786	237	902	3
1579070305905	100348	06ace510414e4e8ba369	14871	904	94	788	394	3
1579070365905	100349	a70a1caa7f6a497a8b6e	14913	894	166	850	358	3
1579070425905	100350	8511e637dc2546fc8a69	14955	127	164	792	117	2
1579070485905	100351	59291d1a9f80492fadb9	15000	207	332	511	94	2
1579070545905	100352	566c7d67013e475d951b	15042	355	722	871	605	3
1579070605905	100353	a418ebce11654acb9967	15084	10	855	87	840	2
1579070665905	100354	12c53fffe7214af29aa4	15126	768	808	614	368	3
1579070725905	100355	df34866b41d94ba496c4	15171	396	771	152	90	2
1579070785905	100356	d7a0c4071f194fc8b6a5	15213	513	430	20	161	2
1579070845905	100357	b2d5debb7eb44779b4b9	15255	626	734	66	186	2
1579070905905	100358	7f4eaf01c2a64a989d9c	15300	999	568	194	476	3
1579070965905	100359	da2084e3fbb14af79890	15342	236	680	543	738	3
1579071025905	100360	9cdbc553ce2e4e3bb8a8	15384	88	260	19	342	1
1579071085905	100361	8f0f6d8c17144a5b99dc	15426	234	852	268	203	2
1579071145905	100362	2e7efbbb606e427eb417	15471	480	649	620	231	2
1579071205905	100363	c785c5179bbe40bc894d	15513	786	567	502	803	3
1579071265905	100364	6b967034e95c432f9913	15555	595	688	76	449	2
1579071325905	100365	3ac5fb23f57043cfa6ad	15600	95	382	86	393	1
1579071385905	100366	a63198a981cf4c2383a3	15642	248	460	973	296	2
1579071445905	100367	d6c30290332241e88752	15684	139	170	237	485	2
1579071505905	100368	b6c3376b46a04fa89445	15726	775	411	105	561	2
1579071565905	100369	824ee5064e86455fb4e9	15771	510	484	664	443	3
1579071625905	100370	1ab096b1045247f2a585	15813	339	892	141	381	2
1579071685905	100371	4eb273bef0634ef29fba	15855	475	218	500	638	2
1579071745905	100372	dec3d7fadc824693a190	15900	505	304	168	4	1
1579071805905	100373	4a1f43264da645d68d18	15942	610	290	906	118	2
1579071865905	100374	b5f706986c1c415e9162	15984	799	555	300	132	2
1579071925905	100375	7eb01127517946efbed0	16026	128	220	364	236	1
1579071985905	100376	09db3f16e69c40d3b498	16071	749	441	516	210	2
1579072045905	100377	f07ce35bfc9d4c12b4c5	16113	856	171	318	491	2
1579072105905	100378	e22e2bf804a14a8da460	16155	310	139	100	662	2
1579072165905	100379	d698bcc43efd4c6bab54	16200	125	873	365	766	3
1579072225905	100380	9b3aee30fd7943479ddc	16242	759	922	596	232	3
1579072285905	100381	bb56f21c8e334ee08cf7	16284	981	271	803	694	3
1579072345905	100382	ea17f79f96184b119bd6	16326	415	832	885	230	3
1579072405905	100383	fcc891e9d57f423f878a	16371	271	228	216	811	2
1579072465905	100384	b0ef3e989ab34eeea690	16413	853	763	337	622	3
1579072525905	100385	f5ca97f07567454ca357	16455	5	427	970	600	3
1579072585905	100386	1be2581b836c49d793cb	16500	485	803	918	926	4
1579072645905	100387	1ab301580e954c878ff7	16542	2	600	509	961	3
1579072705905	100388	7d9d88b98a674ba1ac8b	16584	523	521	451	144	2
1579072765905	100389	690e90680f9a4f6fa383	16626	389	441	947	541	3
1579072825905	100390	c11dd146cabd49b6933b	16671	949	544	714	178	3
